url,subdir1,subdir2,current_datetime,total_images1,total_images2,changed_images,percentage_change,category,interval
www.gov.uk,10 min 1\www.gov.uk\www.gov.uk_10_1_3,10 min 1\www.gov.uk\www.gov.uk_10_1_4,2024-04-28 00:10:56,3,3,0,0.0,Government,10 minutes
www.healthline.com,10 min 1\www.healthline.com\www.healthline.com_10_1_1,10 min 1\www.healthline.com\www.healthline.com_10_1_2,2024-04-27 23:46:39,38,38,0,0.0,Health,10 minutes
www.healthline.com,10 min 1\www.healthline.com\www.healthline.com_10_1_2,10 min 1\www.healthline.com\www.healthline.com_10_1_3,2024-04-27 23:57:42,38,38,0,0.0,Health,10 minutes
www.healthline.com,10 min 1\www.healthline.com\www.healthline.com_10_1_3,10 min 1\www.healthline.com\www.healthline.com_10_1_4,2024-04-28 00:18:25,38,39,0,0.0,Health,10 minutes
www.lemonde.fr,10 min 1\www.lemonde.fr\www.lemonde.fr_10_1_1,10 min 1\www.lemonde.fr\www.lemonde.fr_10_1_2,2024-04-27 23:46:19,25,23,0,0.0,News,10 minutes
www.lemonde.fr,10 min 1\www.lemonde.fr\www.lemonde.fr_10_1_2,10 min 1\www.lemonde.fr\www.lemonde.fr_10_1_3,2024-04-27 23:57:22,23,25,0,0.0,News,10 minutes
www.lemonde.fr,10 min 1\www.lemonde.fr\www.lemonde.fr_10_1_3,10 min 1\www.lemonde.fr\www.lemonde.fr_10_1_4,,25,0,0,0.0,News,10 minutes
www.livescore.com,10 min 1\www.livescore.com\www.livescore.com_10_1_1,10 min 1\www.livescore.com\www.livescore.com_10_1_2,2024-04-27 23:49:59,43,11,0,0.0,Sports,10 minutes
www.livescore.com,10 min 1\www.livescore.com\www.livescore.com_10_1_2,10 min 1\www.livescore.com\www.livescore.com_10_1_3,2024-04-28 00:02:22,11,16,0,0.0,Sports,10 minutes
www.livescore.com,10 min 1\www.livescore.com\www.livescore.com_10_1_3,10 min 1\www.livescore.com\www.livescore.com_10_1_4,,16,0,0,0.0,Sports,10 minutes
www.netflix.com,10 min 1\www.netflix.com\www.netflix.com_10_1_1,10 min 1\www.netflix.com\www.netflix.com_10_1_2,2024-04-27 23:41:53,6,6,0,0.0,Entertainment,10 minutes
www.netflix.com,10 min 1\www.netflix.com\www.netflix.com_10_1_2,10 min 1\www.netflix.com\www.netflix.com_10_1_3,,6,0,0,0.0,Entertainment,10 minutes
www.nikkansports.com,10 min 1\www.nikkansports.com\www.nikkansports.com_10_1_1,10 min 1\www.nikkansports.com\www.nikkansports.com_10_1_2,2024-04-28 10:26:38,10,10,0,0.0,Sports,10 minutes
www.nikkansports.com,10 min 1\www.nikkansports.com\www.nikkansports.com_10_1_2,10 min 1\www.nikkansports.com\www.nikkansports.com_10_1_3,2024-04-28 10:38:29,10,10,0,0.0,Sports,10 minutes
www.nikkansports.com,10 min 1\www.nikkansports.com\www.nikkansports.com_10_1_3,10 min 1\www.nikkansports.com\www.nikkansports.com_10_1_4,2024-04-28 10:55:01,10,10,0,0.0,Sports,10 minutes
www.paypal.com,10 min 1\www.paypal.com\www.paypal.com_10_1_1,10 min 1\www.paypal.com\www.paypal.com_10_1_2,2024-04-27 23:23:49,6,2,0,0.0,Economy/Finance,10 minutes
www.paypal.com,10 min 1\www.paypal.com\www.paypal.com_10_1_2,10 min 1\www.paypal.com\www.paypal.com_10_1_3,2024-04-27 23:34:19,2,6,0,0.0,Economy/Finance,10 minutes
www.paypal.com,10 min 1\www.paypal.com\www.paypal.com_10_1_3,10 min 1\www.paypal.com\www.paypal.com_10_1_4,2024-04-27 23:44:52,6,7,6,100.0,Economy/Finance,10 minutes
www.primevideo.com,10 min 1\www.primevideo.com\www.primevideo.com_10_1_1,10 min 1\www.primevideo.com\www.primevideo.com_10_1_2,2024-04-27 23:23:53,5,5,0,0.0,Entertainment,10 minutes
www.primevideo.com,10 min 1\www.primevideo.com\www.primevideo.com_10_1_2,10 min 1\www.primevideo.com\www.primevideo.com_10_1_3,2024-04-27 23:34:10,5,5,0,0.0,Entertainment,10 minutes
www.primevideo.com,10 min 1\www.primevideo.com\www.primevideo.com_10_1_3,10 min 1\www.primevideo.com\www.primevideo.com_10_1_4,2024-04-27 23:44:34,5,5,0,0.0,Entertainment,10 minutes
www.starhealth.in,10 min 1\www.starhealth.in\www.starhealth.in_10_1_1,10 min 1\www.starhealth.in\www.starhealth.in_10_1_2,2024-04-29 01:10:03,0,0,0,0.0,Health,10 minutes
www.starhealth.in,10 min 1\www.starhealth.in\www.starhealth.in_10_1_2,10 min 1\www.starhealth.in\www.starhealth.in_10_1_3,2024-04-29 01:20:34,0,0,0,0.0,Health,10 minutes
www.starhealth.in,10 min 1\www.starhealth.in\www.starhealth.in_10_1_3,10 min 1\www.starhealth.in\www.starhealth.in_10_1_4,2024-04-29 01:31:05,0,0,0,0.0,Health,10 minutes
www.tjk.org,10 min 1\www.tjk.org\www.tjk.org_10_1_1,10 min 1\www.tjk.org\www.tjk.org_10_1_2,2024-04-27 23:47:23,30,29,0,0.0,Weather,10 minutes
www.tjk.org,10 min 1\www.tjk.org\www.tjk.org_10_1_2,10 min 1\www.tjk.org\www.tjk.org_10_1_3,2024-04-27 23:59:04,29,30,0,0.0,Weather,10 minutes
www.tjk.org,10 min 1\www.tjk.org\www.tjk.org_10_1_3,10 min 1\www.tjk.org\www.tjk.org_10_1_4,,30,0,0,0.0,Weather,10 minutes
www.turkiye.gov.tr,10 min 1\www.turkiye.gov.tr\www.turkiye.gov.tr_10_1_1,10 min 1\www.turkiye.gov.tr\www.turkiye.gov.tr_10_1_2,2024-04-27 23:44:46,3,0,0,0.0,Government,10 minutes
www.typing.com,10 min 1\www.typing.com\www.typing.com_10_1_1,10 min 1\www.typing.com\www.typing.com_10_1_2,2024-04-27 23:46:47,20,20,0,0.0,Education,10 minutes
www.typing.com,10 min 1\www.typing.com\www.typing.com_10_1_2,10 min 1\www.typing.com\www.typing.com_10_1_3,2024-04-27 23:57:48,20,20,0,0.0,Education,10 minutes
www.typing.com,10 min 1\www.typing.com\www.typing.com_10_1_3,10 min 1\www.typing.com\www.typing.com_10_1_4,,20,0,0,0.0,Education,10 minutes
www.verywellhealth.com,10 min 1\www.verywellhealth.com\www.verywellhealth.com_10_1_1,10 min 1\www.verywellhealth.com\www.verywellhealth.com_10_1_2,2024-04-27 23:37:37,20,16,0,0.0,Health,10 minutes
aniwatchtv.to,10 min 2\aniwatchtv.to\aniwatchtv.to_10_2_1,10 min 2\aniwatchtv.to\aniwatchtv.to_10_2_2,2024-04-28 19:03:42,7,7,0,0.0,Entertainment,10 minutes
aniwatchtv.to,10 min 2\aniwatchtv.to\aniwatchtv.to_10_2_2,10 min 2\aniwatchtv.to\aniwatchtv.to_10_2_3,2024-04-28 19:14:54,7,7,0,0.0,Entertainment,10 minutes
aniwatchtv.to,10 min 2\aniwatchtv.to\aniwatchtv.to_10_2_3,10 min 2\aniwatchtv.to\aniwatchtv.to_10_2_4,2024-04-28 19:27:19,7,7,0,0.0,Entertainment,10 minutes
finance.yahoo.com,10 min 2\finance.yahoo.com\finance.yahoo.com_10_2_1,10 min 2\finance.yahoo.com\finance.yahoo.com_10_2_2,2024-04-28 14:03:41,40,40,0,0.0,Economy/Finance,10 minutes
finance.yahoo.com,10 min 2\finance.yahoo.com\finance.yahoo.com_10_2_2,10 min 2\finance.yahoo.com\finance.yahoo.com_10_2_3,2024-04-28 14:16:14,40,40,1,2.5,Economy/Finance,10 minutes
finance.yahoo.com,10 min 2\finance.yahoo.com\finance.yahoo.com_10_2_3,10 min 2\finance.yahoo.com\finance.yahoo.com_10_2_4,2024-04-28 14:28:23,40,40,1,2.5,Economy/Finance,10 minutes
health.findanyanswer.net,10 min 2\health.findanyanswer.net\health.findanyanswer.net_10_2_1,10 min 2\health.findanyanswer.net\health.findanyanswer.net_10_2_2,2024-04-28 19:04:56,16,16,0,0.0,Health,10 minutes
health.findanyanswer.net,10 min 2\health.findanyanswer.net\health.findanyanswer.net_10_2_2,10 min 2\health.findanyanswer.net\health.findanyanswer.net_10_2_3,2024-04-28 19:16:03,16,16,0,0.0,Health,10 minutes
health.findanyanswer.net,10 min 2\health.findanyanswer.net\health.findanyanswer.net_10_2_3,10 min 2\health.findanyanswer.net\health.findanyanswer.net_10_2_4,2024-04-28 19:27:04,16,16,0,0.0,Health,10 minutes
pubmed.ncbi.nlm.nih.gov,10 min 2\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_10_2_1,10 min 2\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_10_2_2,2024-04-28 18:46:37,0,0,0,0.0,Government,10 minutes
pubmed.ncbi.nlm.nih.gov,10 min 2\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_10_2_2,10 min 2\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_10_2_3,2024-04-28 18:56:57,0,0,0,0.0,Government,10 minutes
pubmed.ncbi.nlm.nih.gov,10 min 2\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_10_2_3,10 min 2\pubmed.ncbi.nlm.nih.gov\pubmed.ncbi.nlm.nih.gov_10_2_4,2024-04-28 19:07:17,0,0,0,0.0,Government,10 minutes
stackoverflow.com,10 min 2\stackoverflow.com\stackoverflow.com_10_2_1,10 min 2\stackoverflow.com\stackoverflow.com_10_2_2,2024-04-28 14:00:14,12,12,0,0.0,Education,10 minutes
stackoverflow.com,10 min 2\stackoverflow.com\stackoverflow.com_10_2_2,10 min 2\stackoverflow.com\stackoverflow.com_10_2_3,2024-04-28 14:10:42,12,12,0,0.0,Education,10 minutes
stackoverflow.com,10 min 2\stackoverflow.com\stackoverflow.com_10_2_3,10 min 2\stackoverflow.com\stackoverflow.com_10_2_4,2024-04-28 14:21:13,12,12,0,0.0,Education,10 minutes
weather.com,10 min 2\weather.com\weather.com_10_2_1,10 min 2\weather.com\weather.com_10_2_2,2024-04-28 19:10:28,0,1,0,0.0,Weather,10 minutes
weather.com,10 min 2\weather.com\weather.com_10_2_2,10 min 2\weather.com\weather.com_10_2_3,2024-04-28 19:21:30,1,1,0,0.0,Weather,10 minutes
weathernews.jp,10 min 2\weathernews.jp\weathernews.jp_10_2_1,10 min 2\weathernews.jp\weathernews.jp_10_2_2,2024-04-28 14:17:15,46,46,6,13.043478260869565,Weather,10 minutes
www.amazon.com.tr,10 min 2\www.amazon.com.tr\www.amazon.com.tr_10_2_1,10 min 2\www.amazon.com.tr\www.amazon.com.tr_10_2_2,2024-04-28 14:02:00,208,197,2,0.9615384615384616,Online Retail,10 minutes
www.amazon.com.tr,10 min 2\www.amazon.com.tr\www.amazon.com.tr_10_2_2,10 min 2\www.amazon.com.tr\www.amazon.com.tr_10_2_3,2024-04-28 14:14:42,197,211,2,1.015228426395939,Online Retail,10 minutes
www.amazon.com.tr,10 min 2\www.amazon.com.tr\www.amazon.com.tr_10_2_3,10 min 2\www.amazon.com.tr\www.amazon.com.tr_10_2_4,2024-04-28 14:27:25,211,208,3,1.4218009478672986,Online Retail,10 minutes
www.bbc.co.uk,10 min 2\www.bbc.co.uk\www.bbc.co.uk_10_2_1,10 min 2\www.bbc.co.uk\www.bbc.co.uk_10_2_2,2024-04-28 14:01:23,60,60,0,0.0,News,10 minutes
www.bbc.co.uk,10 min 2\www.bbc.co.uk\www.bbc.co.uk_10_2_2,10 min 2\www.bbc.co.uk\www.bbc.co.uk_10_2_3,2024-04-28 14:13:22,60,60,0,0.0,News,10 minutes
www.bbc.co.uk,10 min 2\www.bbc.co.uk\www.bbc.co.uk_10_2_3,10 min 2\www.bbc.co.uk\www.bbc.co.uk_10_2_4,2024-04-28 14:25:13,60,60,0,0.0,News,10 minutes
www.bloomberg.com,10 min 2\www.bloomberg.com\www.bloomberg.com_10_2_1,10 min 2\www.bloomberg.com\www.bloomberg.com_10_2_2,2024-04-28 19:03:51,0,0,0,0.0,Economy/Finance,10 minutes
www.bloomberg.com,10 min 2\www.bloomberg.com\www.bloomberg.com_10_2_2,10 min 2\www.bloomberg.com\www.bloomberg.com_10_2_3,2024-04-28 19:14:37,0,0,0,0.0,Economy/Finance,10 minutes
www.bloomberg.com,10 min 2\www.bloomberg.com\www.bloomberg.com_10_2_3,10 min 2\www.bloomberg.com\www.bloomberg.com_10_2_4,2024-04-28 19:25:14,0,0,0,0.0,Economy/Finance,10 minutes
www.cnn.com,10 min 2\www.cnn.com\www.cnn.com_10_2_1,10 min 2\www.cnn.com\www.cnn.com_10_2_2,2024-04-28 19:08:42,41,41,2,4.878048780487805,News,10 minutes
www.cnn.com,10 min 2\www.cnn.com\www.cnn.com_10_2_2,10 min 2\www.cnn.com\www.cnn.com_10_2_3,2024-04-28 19:23:28,41,41,0,0.0,News,10 minutes
www.cricbuzz.com,10 min 2\www.cricbuzz.com\www.cricbuzz.com_10_2_1,10 min 2\www.cricbuzz.com\www.cricbuzz.com_10_2_2,2024-04-28 18:48:53,48,43,0,0.0,Sports,10 minutes
www.cricbuzz.com,10 min 2\www.cricbuzz.com\www.cricbuzz.com_10_2_2,10 min 2\www.cricbuzz.com\www.cricbuzz.com_10_2_3,2024-04-28 19:01:14,43,47,0,0.0,Sports,10 minutes
www.cricbuzz.com,10 min 2\www.cricbuzz.com\www.cricbuzz.com_10_2_3,10 min 2\www.cricbuzz.com\www.cricbuzz.com_10_2_4,2024-04-28 19:13:49,47,49,0,0.0,Sports,10 minutes
www.diretta.it,10 min 2\www.diretta.it\www.diretta.it_10_2_1,10 min 2\www.diretta.it\www.diretta.it_10_2_2,2024-04-29 01:11:55,280,254,0,0.0,Sports,10 minutes
www.diretta.it,10 min 2\www.diretta.it\www.diretta.it_10_2_2,10 min 2\www.diretta.it\www.diretta.it_10_2_3,2024-04-29 01:23:31,254,252,0,0.0,Sports,10 minutes
www.diretta.it,10 min 2\www.diretta.it\www.diretta.it_10_2_3,10 min 2\www.diretta.it\www.diretta.it_10_2_4,2024-04-29 01:34:51,252,248,0,0.0,Sports,10 minutes
www.doubtnut.com,10 min 2\www.doubtnut.com\www.doubtnut.com_10_2_1,10 min 2\www.doubtnut.com\www.doubtnut.com_10_2_2,2024-04-28 14:34:24,12,12,0,0.0,Education,10 minutes
www.dzexams.com,10 min 2\www.dzexams.com\www.dzexams.com_10_2_1,10 min 2\www.dzexams.com\www.dzexams.com_10_2_2,2024-04-28 19:03:20,6,6,0,0.0,Education,10 minutes
www.dzexams.com,10 min 2\www.dzexams.com\www.dzexams.com_10_2_2,10 min 2\www.dzexams.com\www.dzexams.com_10_2_3,2024-04-28 19:13:55,6,6,0,0.0,Education,10 minutes
www.dzexams.com,10 min 2\www.dzexams.com\www.dzexams.com_10_2_3,10 min 2\www.dzexams.com\www.dzexams.com_10_2_4,2024-04-28 19:24:21,6,6,0,0.0,Education,10 minutes
www.ebay.com,10 min 2\www.ebay.com\www.ebay.com_10_2_1,10 min 2\www.ebay.com\www.ebay.com_10_2_2,2024-04-28 18:47:31,12,13,0,0.0,Online Retail,10 minutes
www.ebay.com,10 min 2\www.ebay.com\www.ebay.com_10_2_2,10 min 2\www.ebay.com\www.ebay.com_10_2_3,2024-04-28 18:59:19,13,12,0,0.0,Online Retail,10 minutes
www.ebay.com,10 min 2\www.ebay.com\www.ebay.com_10_2_3,10 min 2\www.ebay.com\www.ebay.com_10_2_4,2024-04-28 19:11:37,12,12,0,0.0,Online Retail,10 minutes
www.goojara.to,10 min 2\www.goojara.to\www.goojara.to_10_2_1,10 min 2\www.goojara.to\www.goojara.to_10_2_2,2024-04-28 13:59:10,7,7,0,0.0,Entertainment,10 minutes
www.goojara.to,10 min 2\www.goojara.to\www.goojara.to_10_2_2,10 min 2\www.goojara.to\www.goojara.to_10_2_3,2024-04-28 14:09:30,7,7,0,0.0,Entertainment,10 minutes
www.goojara.to,10 min 2\www.goojara.to\www.goojara.to_10_2_3,10 min 2\www.goojara.to\www.goojara.to_10_2_4,2024-04-28 14:19:48,7,7,0,0.0,Entertainment,10 minutes
www.gov.br,10 min 2\www.gov.br\www.gov.br_10_2_1,10 min 2\www.gov.br\www.gov.br_10_2_2,2024-04-28 18:50:44,13,13,0,0.0,Government,10 minutes
www.gov.br,10 min 2\www.gov.br\www.gov.br_10_2_2,10 min 2\www.gov.br\www.gov.br_10_2_3,2024-04-28 19:10:11,13,13,1,7.6923076923076925,Government,10 minutes
www.gov.uk,10 min 2\www.gov.uk\www.gov.uk_10_2_1,10 min 2\www.gov.uk\www.gov.uk_10_2_2,2024-04-28 13:59:09,3,3,0,0.0,Government,10 minutes
www.gov.uk,10 min 2\www.gov.uk\www.gov.uk_10_2_2,10 min 2\www.gov.uk\www.gov.uk_10_2_3,2024-04-28 14:09:24,3,3,0,0.0,Government,10 minutes
www.gov.uk,10 min 2\www.gov.uk\www.gov.uk_10_2_3,10 min 2\www.gov.uk\www.gov.uk_10_2_4,2024-04-28 14:19:39,3,3,0,0.0,Government,10 minutes
www.healthline.com,10 min 2\www.healthline.com\www.healthline.com_10_2_1,10 min 2\www.healthline.com\www.healthline.com_10_2_2,2024-04-28 14:00:28,38,38,20,52.63157894736842,Health,10 minutes
www.healthline.com,10 min 2\www.healthline.com\www.healthline.com_10_2_2,10 min 2\www.healthline.com\www.healthline.com_10_2_3,2024-04-28 14:11:39,38,38,0,0.0,Health,10 minutes
www.healthline.com,10 min 2\www.healthline.com\www.healthline.com_10_2_3,10 min 2\www.healthline.com\www.healthline.com_10_2_4,2024-04-28 14:22:41,38,38,0,0.0,Health,10 minutes
www.lemonde.fr,10 min 2\www.lemonde.fr\www.lemonde.fr_10_2_1,10 min 2\www.lemonde.fr\www.lemonde.fr_10_2_2,2024-04-28 13:59:42,24,26,0,0.0,News,10 minutes
www.lemonde.fr,10 min 2\www.lemonde.fr\www.lemonde.fr_10_2_2,10 min 2\www.lemonde.fr\www.lemonde.fr_10_2_3,2024-04-28 14:10:32,26,25,0,0.0,News,10 minutes
www.lemonde.fr,10 min 2\www.lemonde.fr\www.lemonde.fr_10_2_3,10 min 2\www.lemonde.fr\www.lemonde.fr_10_2_4,2024-04-28 14:21:20,25,25,0,0.0,News,10 minutes
www.livescore.com,10 min 2\www.livescore.com\www.livescore.com_10_2_1,10 min 2\www.livescore.com\www.livescore.com_10_2_2,2024-04-28 14:00:32,16,45,0,0.0,Sports,10 minutes
www.livescore.com,10 min 2\www.livescore.com\www.livescore.com_10_2_2,10 min 2\www.livescore.com\www.livescore.com_10_2_3,2024-04-28 14:11:23,45,45,0,0.0,Sports,10 minutes
www.livescore.com,10 min 2\www.livescore.com\www.livescore.com_10_2_3,10 min 2\www.livescore.com\www.livescore.com_10_2_4,2024-04-28 14:22:09,45,45,0,0.0,Sports,10 minutes
www.netflix.com,10 min 2\www.netflix.com\www.netflix.com_10_2_1,10 min 2\www.netflix.com\www.netflix.com_10_2_2,2024-04-28 19:04:37,7,7,0,0.0,Entertainment,10 minutes
www.netflix.com,10 min 2\www.netflix.com\www.netflix.com_10_2_2,10 min 2\www.netflix.com\www.netflix.com_10_2_3,2024-04-28 19:15:44,7,7,0,0.0,Entertainment,10 minutes
www.netflix.com,10 min 2\www.netflix.com\www.netflix.com_10_2_3,10 min 2\www.netflix.com\www.netflix.com_10_2_4,2024-04-28 19:26:40,7,7,0,0.0,Entertainment,10 minutes
www.nikkansports.com,10 min 2\www.nikkansports.com\www.nikkansports.com_10_2_1,10 min 2\www.nikkansports.com\www.nikkansports.com_10_2_2,2024-04-28 19:05:49,10,10,0,0.0,Sports,10 minutes
www.nikkansports.com,10 min 2\www.nikkansports.com\www.nikkansports.com_10_2_2,10 min 2\www.nikkansports.com\www.nikkansports.com_10_2_3,2024-04-28 19:17:22,10,10,0,0.0,Sports,10 minutes
www.nikkansports.com,10 min 2\www.nikkansports.com\www.nikkansports.com_10_2_3,10 min 2\www.nikkansports.com\www.nikkansports.com_10_2_4,2024-04-28 19:28:54,10,10,0,0.0,Sports,10 minutes
www.paypal.com,10 min 2\www.paypal.com\www.paypal.com_10_2_1,10 min 2\www.paypal.com\www.paypal.com_10_2_2,2024-04-28 14:13:07,7,6,6,85.71428571428571,Economy/Finance,10 minutes
www.paypal.com,10 min 2\www.paypal.com\www.paypal.com_10_2_2,10 min 2\www.paypal.com\www.paypal.com_10_2_3,2024-04-28 14:31:40,6,6,0,0.0,Economy/Finance,10 minutes
www.primevideo.com,10 min 2\www.primevideo.com\www.primevideo.com_10_2_1,10 min 2\www.primevideo.com\www.primevideo.com_10_2_2,2024-04-28 18:47:58,5,5,0,0.0,Entertainment,10 minutes
www.primevideo.com,10 min 2\www.primevideo.com\www.primevideo.com_10_2_2,10 min 2\www.primevideo.com\www.primevideo.com_10_2_3,2024-04-28 18:58:23,5,5,0,0.0,Entertainment,10 minutes
www.primevideo.com,10 min 2\www.primevideo.com\www.primevideo.com_10_2_3,10 min 2\www.primevideo.com\www.primevideo.com_10_2_4,2024-04-28 19:08:48,5,5,0,0.0,Entertainment,10 minutes
www.starhealth.in,10 min 2\www.starhealth.in\www.starhealth.in_10_2_1,10 min 2\www.starhealth.in\www.starhealth.in_10_2_2,2024-04-29 01:10:36,0,0,0,0.0,Health,10 minutes
www.starhealth.in,10 min 2\www.starhealth.in\www.starhealth.in_10_2_2,10 min 2\www.starhealth.in\www.starhealth.in_10_2_3,2024-04-29 01:21:06,0,0,0,0.0,Health,10 minutes
www.starhealth.in,10 min 2\www.starhealth.in\www.starhealth.in_10_2_3,10 min 2\www.starhealth.in\www.starhealth.in_10_2_4,2024-04-29 01:31:34,0,0,0,0.0,Health,10 minutes
www.tjk.org,10 min 2\www.tjk.org\www.tjk.org_10_2_1,10 min 2\www.tjk.org\www.tjk.org_10_2_2,2024-04-28 14:01:00,30,30,1,3.333333333333333,Weather,10 minutes
www.tjk.org,10 min 2\www.tjk.org\www.tjk.org_10_2_2,10 min 2\www.tjk.org\www.tjk.org_10_2_3,2024-04-28 14:12:42,30,30,1,3.333333333333333,Weather,10 minutes
www.tjk.org,10 min 2\www.tjk.org\www.tjk.org_10_2_3,10 min 2\www.tjk.org\www.tjk.org_10_2_4,2024-04-28 14:24:01,30,30,1,3.333333333333333,Weather,10 minutes
www.turkiye.gov.tr,10 min 2\www.turkiye.gov.tr\www.turkiye.gov.tr_10_2_1,10 min 2\www.turkiye.gov.tr\www.turkiye.gov.tr_10_2_2,2024-04-28 19:05:09,15,16,0,0.0,Government,10 minutes
www.turkiye.gov.tr,10 min 2\www.turkiye.gov.tr\www.turkiye.gov.tr_10_2_2,10 min 2\www.turkiye.gov.tr\www.turkiye.gov.tr_10_2_3,2024-04-28 19:17:09,16,16,0,0.0,Government,10 minutes
www.turkiye.gov.tr,10 min 2\www.turkiye.gov.tr\www.turkiye.gov.tr_10_2_3,10 min 2\www.turkiye.gov.tr\www.turkiye.gov.tr_10_2_4,2024-04-28 19:28:45,16,17,0,0.0,Government,10 minutes
www.typing.com,10 min 2\www.typing.com\www.typing.com_10_2_1,10 min 2\www.typing.com\www.typing.com_10_2_2,2024-04-28 14:00:29,20,20,0,0.0,Education,10 minutes
www.typing.com,10 min 2\www.typing.com\www.typing.com_10_2_2,10 min 2\www.typing.com\www.typing.com_10_2_3,2024-04-28 14:11:35,20,20,0,0.0,Education,10 minutes
www.typing.com,10 min 2\www.typing.com\www.typing.com_10_2_3,10 min 2\www.typing.com\www.typing.com_10_2_4,2024-04-28 14:22:37,20,20,0,0.0,Education,10 minutes
www.verywellhealth.com,10 min 2\www.verywellhealth.com\www.verywellhealth.com_10_2_1,10 min 2\www.verywellhealth.com\www.verywellhealth.com_10_2_2,2024-04-28 19:04:43,21,21,0,0.0,Health,10 minutes
www.verywellhealth.com,10 min 2\www.verywellhealth.com\www.verywellhealth.com_10_2_2,10 min 2\www.verywellhealth.com\www.verywellhealth.com_10_2_3,2024-04-28 19:15:30,21,21,0,0.0,Health,10 minutes
www.verywellhealth.com,10 min 2\www.verywellhealth.com\www.verywellhealth.com_10_2_3,10 min 2\www.verywellhealth.com\www.verywellhealth.com_10_2_4,2024-04-28 19:26:46,21,21,0,0.0,Health,10 minutes
